x,y,uref
3.97,0.0,0.8
4.01,0.0,0.8
4.05,0.0,0.8
4.09,0.0,0.8
4.13,0.0,0.8
4.17,0.0,0.8
4.21,0.0,0.8
4.25,0.0,0.8
4.29,0.0,0.8
4.33,0.0,0.8
4.37,0.0,0.8
4.41,0.0,0.8
4.45,0.0,0.8
4.49,0.0,0.8
4.53,0.0,0.8
4.57,0.0,0.8
4.61,0.0,0.8
4.65,0.0,0.8
4.69,0.0,0.8
4.73,0.0,0.8
4.77,0.0,0.8
4.81,0.0,0.8
4.85,0.0,0.8
4.89,0.0,0.8
4.93,0.0,0.8
4.97,0.0,0.8
5.01,0.0,0.8
5.03,0.0,0.4
5.05,0.0003,0.4
5.07,0.0008,0.4
5.09,0.0017,0.4
5.1099,0.0028,0.4
5.1299,0.0042,0.4
5.1498,0.0059,0.4
5.1697,0.0078,0.4
5.1896,0.0101,0.4
5.2094,0.0126,0.4
5.2292,0.0154,0.4
5.249,0.0184,0.4
5.2687,0.0218,0.4
5.2884,0.0254,0.4
5.308,0.0293,0.4
5.3276,0.0334,0.4
5.3471,0.0379,0.4
5.3665,0.0426,0.4
5.3859,0.0476,0.4
5.4052,0.0528,0.4
5.4244,0.0583,0.4
5.4436,0.0641,0.4
5.4626,0.0702,0.4
5.4816,0.0765,0.4
5.5005,0.0831,0.4
5.5193,0.0899,0.4
5.538,0.097,0.4
5.5566,0.1044,0.4
5.575,0.112,0.4
5.5934,0.1199,0.4
5.6117,0.1281,0.4
5.6298,0.1365,0.4
5.6479,0.1451,0.4
5.6658,0.154,0.4
5.6836,0.1632,0.4
5.7012,0.1726,0.4
5.7187,0.1822,0.4
5.7361,0.1921,0.4
5.7534,0.2022,0.4
5.7705,0.2126,0.4
5.7874,0.2232,0.4
5.8042,0.2341,0.4
5.8209,0.2452,0.4
5.8374,0.2565,0.4
5.8537,0.268,0.4
5.8699,0.2798,0.4
5.8859,0.2918,0.4
5.9017,0.304,0.4
5.9174,0.3164,0.4
5.9328,0.3291,0.4
5.9482,0.342,0.4
5.9633,0.355,0.4
5.9782,0.3683,0.4
5.993,0.3818,0.4
6.0076,0.3955,0.4
6.0219,0.4094,0.4
6.0361,0.4236,0.4
6.0501,0.4379,0.4
6.0639,0.4524,0.4
6.0774,0.467,0.4
6.0908,0.4819,0.4
6.1039,0.497,0.4
6.1169,0.5122,0.4
6.1296,0.5277,0.4
6.1421,0.5433,0.4
6.1544,0.559,0.4
6.1665,0.575,0.4
6.1784,0.5911,0.4
6.19,0.6074,0.4
6.2014,0.6238,0.4
6.2125,0.6404,0.4
6.2235,0.6572,0.4
6.2342,0.6741,0.4
6.2446,0.6911,0.4
6.2548,0.7083,0.4
6.2648,0.7256,0.4
6.2745,0.7431,0.4
6.284,0.7607,0.4
6.2933,0.7784,0.4
6.3023,0.7963,0.4
6.311,0.8143,0.4
6.3195,0.8324,0.4
6.3277,0.8506,0.4
6.3357,0.869,0.4
6.3434,0.8874,0.4
6.3509,0.906,0.4
6.3581,0.9246,0.4
6.365,0.9434,0.4
6.3717,0.9622,0.4
6.3781,0.9812,0.4
6.3843,1.0002,0.4
6.3901,1.0193,0.4
6.3958,1.0385,0.4
6.4011,1.0578,0.4
6.4062,1.0772,0.4
6.411,1.0966,0.4
6.4155,1.116,0.4
6.4198,1.1356,0.4
6.4238,1.1552,0.4
6.4275,1.1748,0.4
6.4309,1.1945,0.4
6.4341,1.2143,0.4
6.437,1.2341,0.4
6.4396,1.2539,0.4
6.4419,1.2738,0.4
6.4439,1.2937,0.4
6.4457,1.3136,0.4
6.4472,1.3335,0.4
6.4484,1.3535,0.4
6.4494,1.3735,0.4
6.45,1.3935,0.4
6.451,1.4134,0.4
6.4522,1.4334,0.4
6.4537,1.4533,0.4
6.4554,1.4733,0.4
6.4575,1.4932,0.4
6.4598,1.513,0.4
6.4624,1.5329,0.4
6.4653,1.5526,0.4
6.4685,1.5724,0.4
6.4719,1.5921,0.4
6.4756,1.6118,0.4
6.4796,1.6314,0.4
6.4839,1.6509,0.4
6.4884,1.6704,0.4
6.4932,1.6898,0.4
6.4983,1.7091,0.4
6.5036,1.7284,0.4
6.5092,1.7476,0.4
6.5151,1.7667,0.4
6.5213,1.7857,0.4
6.5277,1.8047,0.4
6.5344,1.8235,0.4
6.5413,1.8423,0.4
6.5485,1.861,0.4
6.556,1.8795,0.4
6.5637,1.898,0.4
6.5717,1.9163,0.4
6.5799,1.9345,0.4
6.5884,1.9526,0.4
6.5971,1.9706,0.4
6.6061,1.9885,0.4
6.6154,2.0062,0.4
6.6248,2.0238,0.4
6.6346,2.0413,0.4
6.6446,2.0586,0.4
6.6548,2.0758,0.4
6.6652,2.0929,0.4
6.6759,2.1098,0.4
6.6869,2.1265,0.4
6.698,2.1431,0.4
6.7094,2.1596,0.4
6.721,2.1758,0.4
6.7329,2.192,0.4
6.7449,2.2079,0.4
6.7572,2.2237,0.4
6.7698,2.2393,0.4
6.7825,2.2547,0.4
6.7954,2.27,0.4
6.8086,2.285,0.4
6.822,2.2999,0.4
6.8355,2.3146,0.4
6.8493,2.3291,0.4
6.8633,2.3434,0.4
6.8775,2.3575,0.4
6.8918,2.3714,0.4
6.9064,2.3851,0.4
6.9212,2.3986,0.4
6.9361,2.4119,0.4
6.9512,2.425,0.4
6.9665,2.4379,0.4
6.982,2.4505,0.4
6.9977,2.4629,0.4
7.0135,2.4752,0.4
7.0295,2.4872,0.4
7.0457,2.4989,0.4
7.062,2.5105,0.4
7.0785,2.5218,0.4
7.0952,2.5329,0.4
7.112,2.5437,0.4
7.1289,2.5543,0.4
7.146,2.5647,0.4
7.1633,2.5748,0.4
7.1807,2.5847,0.4
7.1982,2.5944,0.4
7.2158,2.6038,0.4
7.2336,2.6129,0.4
7.2515,2.6218,0.4
7.2695,2.6305,0.4
7.2877,2.6389,0.4
7.306,2.647,0.4
7.3243,2.6549,0.4
7.3428,2.6625,0.4
7.3614,2.6699,0.4
7.3801,2.677,0.4
7.3989,2.6839,0.4
7.4178,2.6905,0.4
7.4368,2.6968,0.4
7.4558,2.7028,0.4
7.475,2.7086,0.4
7.4942,2.7141,0.4
7.5135,2.7194,0.4
7.5329,2.7244,0.4
7.5523,2.7291,0.4
7.5718,2.7335,0.4
7.5914,2.7377,0.4
7.611,2.7416,0.4
7.6307,2.7452,0.4
7.6504,2.7485,0.4
7.6701,2.7516,0.4
7.6899,2.7544,0.4
7.7098,2.7569,0.4
7.7297,2.7591,0.4
7.7496,2.7611,0.4
7.7695,2.7627,0.4
7.7894,2.7641,0.4
7.8094,2.7653,0.4
7.8294,2.7661,0.4
7.8494,2.7667,0.4
7.8694,2.7669,0.4
7.8899,2.7669,0.41
7.9109,2.7669,0.42
7.9324,2.7669,0.43
7.9544,2.7669,0.44
7.9769,2.7669,0.45
7.9999,2.7669,0.46
8.0234,2.7669,0.47
8.0474,2.7669,0.48
8.0719,2.7669,0.49
8.0969,2.7669,0.5
8.1224,2.7669,0.51
8.1484,2.7669,0.52
8.1749,2.7669,0.53
8.2019,2.7669,0.54
8.2294,2.7669,0.55
8.2574,2.7669,0.56
8.2859,2.7669,0.57
8.3149,2.7669,0.58
8.3444,2.7669,0.59
8.3744,2.7669,0.6
8.4049,2.7669,0.61
8.4359,2.7669,0.62
8.4674,2.7669,0.63
8.4994,2.7669,0.64
8.5319,2.7669,0.65
8.5649,2.7669,0.66
8.5984,2.7669,0.67
8.6324,2.7669,0.68
8.6669,2.7669,0.69
8.7019,2.7669,0.7
8.7374,2.7669,0.71
8.7734,2.7669,0.72
8.8099,2.7669,0.73
8.8469,2.7669,0.74
8.8844,2.7669,0.75
8.9224,2.7669,0.76
8.9609,2.7669,0.77
8.9999,2.7669,0.78
9.0394,2.7669,0.79
9.0794,2.7669,0.8
9.1194,2.7669,0.8
9.1594,2.7669,0.8
9.1994,2.7669,0.8
9.2394,2.7669,0.8
9.2794,2.7669,0.8
9.3194,2.7669,0.8
9.3594,2.7669,0.8
9.3994,2.7669,0.8
9.4394,2.7669,0.8
9.4794,2.7669,0.8
9.5194,2.7669,0.8
9.5594,2.7669,0.8
9.5994,2.7669,0.8
9.6394,2.7669,0.8
9.6794,2.7669,0.8
9.7194,2.7669,0.8
9.7594,2.7669,0.8
9.7994,2.7669,0.8
9.8394,2.7669,0.8
9.8794,2.7669,0.8
9.9194,2.7669,0.8
9.9594,2.7669,0.8
9.9994,2.7669,0.8
10.0394,2.7669,0.8
10.0794,2.7669,0.8
10.1194,2.7669,0.8
10.1594,2.7669,0.8
10.1994,2.7669,0.8
10.2394,2.7669,0.8
10.2794,2.7669,0.8
10.3194,2.7669,0.8
10.3594,2.7669,0.8
10.3994,2.7669,0.8
10.4394,2.7669,0.8
10.4794,2.7669,0.8
10.5194,2.7669,0.8
10.5594,2.7669,0.8
10.5994,2.7669,0.8
10.6394,2.7669,0.8
10.6794,2.7669,0.8
10.7194,2.7669,0.8
10.7594,2.7669,0.8
10.7994,2.7669,0.8
10.8394,2.7669,0.8
10.8794,2.7669,0.8
10.9194,2.7669,0.8
10.9594,2.7669,0.8
10.9994,2.7669,0.8
11.0394,2.7669,0.8
11.0794,2.7669,0.8
11.1194,2.7669,0.8
11.1594,2.7669,0.8
11.1994,2.7669,0.8
11.2394,2.7669,0.8
11.2794,2.7669,0.8
11.3194,2.7669,0.8
11.3594,2.7669,0.8
11.3994,2.7669,0.8
11.4394,2.7669,0.8
11.4794,2.7669,0.8
11.5194,2.7669,0.8
11.5594,2.7669,0.8
11.5994,2.7669,0.8
11.6394,2.7669,0.8
11.6794,2.7669,0.8
11.7194,2.7669,0.8
11.7594,2.7669,0.8
11.7994,2.7669,0.8
11.8394,2.7669,0.8
11.8794,2.7669,0.8
11.9194,2.7669,0.8
11.9594,2.7669,0.8
11.9994,2.7669,0.8
12.0394,2.7669,0.8
12.0794,2.7669,0.8
12.1194,2.7669,0.8
12.1594,2.7669,0.8
12.1994,2.7669,0.8
12.2394,2.7669,0.8
12.2794,2.7669,0.8
12.3194,2.7669,0.8
12.3594,2.7669,0.8
12.3994,2.7669,0.8
12.4394,2.7669,0.8
12.4794,2.7669,0.8
12.5194,2.7669,0.8
12.5594,2.7669,0.8
12.5994,2.7669,0.8
12.6394,2.7669,0.8
12.6794,2.7669,0.8
12.7194,2.7669,0.8
12.7594,2.7669,0.8
12.7994,2.7669,0.8
12.8394,2.7669,0.8
12.8794,2.7669,0.8
12.9194,2.7669,0.8
12.9594,2.7669,0.8
12.9994,2.7669,0.8
13.0394,2.7669,0.8
13.0794,2.7669,0.8
13.1194,2.7669,0.8
13.1594,2.7669,0.8
13.1994,2.7669,0.8
13.2394,2.7669,0.8
13.254474750695891,2.7670189942453556,0.3
13.269545744447873,2.7673759473255615,0.3
13.28460922524834,2.767970770280426,0.3
13.29966143896208,2.7688033148675997,0.3
13.314698634261868,2.769873373599517,0.3
13.329717063563386,2.7711806797951084,0.3
13.344712983959194,2.7727249076462623,0.3
13.359682658151547,2.7745056722990245,0.3
13.3746223553838,2.77652252994951,0.3
13.389528352370197,2.7787749779545097,0.3
13.40439693422379,2.7812624549567593,0.3
13.419224395382265,2.7839843410248397,0.3
13.43400704053145,2.78693995780768,0.3
13.44874118552626,2.790128568703614,0.3
13.463423158308862,2.7935493790439585,0.3
13.47804929982384,2.79720153629106,0.3
13.492615964930094,2.8010841302507665,0.3
13.507119523309294,2.805196193299266,0.3
13.521556360370631,2.809536700624239,0.3
13.535922878151643,2.8141045704802616,0.3
13.550215496214912,2.818898664458403,0.3
13.564430652540374,2.823917787769936,0.3
13.578564804413059,2.8291606895441084,0.3
13.592614429306,2.834626063139881,0.3
13.606576025758127,2.8403125464715746,0.3
13.620446114246908,2.8462187223483273,0.3
13.634221238055504,2.8523431188272896,0.3
13.647897964134275,2.8586842095804634,0.3
13.661472883956353,2.8652404142750934,0.3
13.674942614367124,2.872010098967521,0.3
13.688303798427379,2.8789915765103964,0.3
13.701553106249941,2.886183106973152,0.3
13.71468723582953,2.8935828980756275,0.3
13.727702913865702,2.9011891056347467,0.3
13.740596896578623,2.9089998340241237,0.3
13.75336597051748,2.917013136646495,0.3
13.76600695336135,2.9252270164188494,0.3
13.778516694712293,2.933639426270147,0.3
13.790892076880503,2.9422482696514902,0.3
13.803130015661296,2.951051401058625,0.3
13.815227461103763,2.960046626566651,0.3
13.82718139827088,2.969231704376789,0.3
13.8389888479909,2.9786043453750874,0.3
13.850646867599805,2.9881622137029136,0.3
13.862152551674708,2.997902927339103,0.3
13.873503032757922,3.0078240586936076,0.3
13.884695482071601,3.0179231352124987,0.3
13.895727110222731,3.028197639994185,0.3
13.906595167898304,3.038645012416673,0.3
13.917296946550499,3.049262648775729,0.3
13.927829779071716,3.060047902933776,0.3
13.938191040459277,3.0709980869793703,0.3
13.948378148469619,3.082110471897079,0.3
13.95838856426186,3.0933822882476134,0.3
13.968219793030517,3.1048107268580285,0.3
13.977869384627272,3.1163929395218304,0.3
13.987334934171603,3.128126039708804,0.3
13.996614082650115,3.140007103284403,0.3
14.005704517504476,3.1520331692385017,0.3
14.014603973207743,3.1642012404233415,0.3
14.023310231828978,3.1765082843004824,0.3
14.03182112358601,3.188951233696578,0.3
14.040134527386185,3.2015269875677763,0.3
14.048248371354987,3.2142324117725654,0.3
14.056160633352397,3.227064339852868,0.3
14.063869341476845,3.2400195738231905,0.3
14.071372574556657,3.253094884967623,0.3
14.078668462628846,3.2662870146445098,0.3
14.085755187405148,3.2795926750985673,0.3
14.09263098272518,3.2930085502802595,0.3
14.099294134996596,3.3065312966722327,0.3
14.10574298362216,3.3201575441225866,0.3
14.111975921413599,3.333883896684785,0.3
14.117991394992142,3.347706933464001,0.3
14.12378790517566,3.361623209469674,0.3
14.129364007352295,3.375629256474073,0.3
14.134718311840482,3.3897215838766535,0.3
14.139849484235292,3.403896679573983,0.3
14.14475624574099,3.4181510108350386,0.3
14.14943737348974,3.4324810251816333,0.3
14.15389170084637,3.446883151273766,0.3
14.158118117699116,3.4613537997996793,0.3
14.162115570736297,3.475889364370389,0.3
14.165883063708808,3.4904862224184683,0.3
14.169419657678418,3.5051407361008744,0.3
14.172724471251765,3.5198492532055714,0.3
14.17579668080002,3.534608108061735,0.3
14.17863552066416,3.5494136224533217,0.3
14.181240283345772,3.564262106535753,0.3
14.183610319683389,3.5791498597555,0.3
14.18574503901427,3.5940731717723433,0.3
14.1876439093216,3.609028323384067,0.3
14.189306457367094,3.624011587453359,0.3
14.190732268808922,3.6390192298366943,0.3
14.19192098830498,3.6540475103149594,0.3
14.19287231960145,3.669092683525596,0.3
14.193586025606628,3.6841509998960245,0.3
14.194061928450015,3.69921870657811,0.3
14.194299909526645,3.7142920483834585,0.3
14.194299909526645,3.7293672687192854,0.3
14.194061928450015,3.744440610524634,0.3
14.193586025606628,3.7595083172067194,0.3
14.19287231960145,3.7745666335771477,0.3
14.19192098830498,3.7896118067877844,0.3
14.190732268808922,3.8046400872660495,0.3
14.189306457367094,3.8196477296493847,0.3
14.1876439093216,3.834630993718677,0.3
14.18574503901427,3.8495861453304006,0.3
14.183610319683389,3.864509457347244,0.3
14.181240283345772,3.879397210566992,0.3
14.17863552066416,3.894245694649422,0.3
14.17579668080002,3.909051209041009,0.3
14.172724471251765,3.9238100638971725,0.3
14.169419657678418,3.9385185810018695,0.3
14.165883063708808,3.9531730946842756,0.3
14.162115570736297,3.967769952732355,0.3
14.158118117699116,3.9823055173030646,0.3
14.15389170084637,3.9967761658289778,0.3
14.14943737348974,4.0111782919211105,0.3
14.14475624574099,4.025508306267705,0.3
14.139849484235292,4.039762637528761,0.3
14.134718311840482,4.053937733226091,0.3
14.129364007352295,4.06803006062867,0.3
14.12378790517566,4.08203610763307,0.3
14.117991394992142,4.0959523836387435,0.3
14.111975921413599,4.10977542041796,0.3
14.10574298362216,4.123501772980157,0.3
14.099294134996596,4.137128020430511,0.3
14.09263098272518,4.150650766822485,0.3
14.085755187405148,4.164066642004177,0.3
14.078668462628846,4.177372302458234,0.3
14.071372574556657,4.190564432135121,0.3
14.063869341476845,4.203639743279553,0.3
14.056160633352397,4.216594977249876,0.3
14.048248371354987,4.229426905330179,0.3
14.040134527386185,4.242132329534967,0.3
14.03182112358601,4.254708083406166,0.3
14.023310231828978,4.2671510328022615,0.3
14.014603973207743,4.279458076679402,0.3
14.005704517504476,4.291626147864243,0.3
13.996614082650115,4.30365221381834,0.3
13.987334934171603,4.315533277393939,0.3
13.977869384627272,4.327266377580914,0.3
13.968219793030517,4.338848590244716,0.3
13.95838856426186,4.350277028855131,0.3
13.948378148469619,4.361548845205665,0.3
13.938191040459277,4.372661230123374,0.3
13.927829779071716,4.383611414168968,0.3
13.917296946550499,4.3943966683270155,0.3
13.906595167898304,4.4050143046860715,0.3
13.895727110222731,4.415461677108559,0.3
13.884695482071601,4.425736181890246,0.3
13.873503032757922,4.435835258409137,0.3
13.862152551674708,4.445756389763641,0.3
13.850646867599805,4.45549710339983,0.3
13.8389888479909,4.465054971727657,0.3
13.82718139827088,4.474427612725955,0.3
13.815227461103763,4.483612690536093,0.3
13.803130015661296,4.492607916044119,0.3
13.790892076880503,4.5014110474512545,0.3
13.778516694712295,4.510019890832597,0.3
13.766006953361352,4.5184323006838945,0.3
13.75336597051748,4.5266461804562494,0.3
13.740596896578623,4.53465948307862,0.3
13.727702913865702,4.542470211467998,0.3
13.71468723582953,4.550076419027117,0.3
13.701553106249941,4.557476210129592,0.3
13.688303798427379,4.5646677405923475,0.3
13.674942614367124,4.5716492181352235,0.3
13.661472883956353,4.578418902827651,0.3
13.647897964134277,4.584975107522281,0.3
13.634221238055506,4.591316198275454,0.3
13.620446114246908,4.597440594754417,0.3
13.606576025758129,4.60334677063117,0.3
13.592614429306,4.609033253962863,0.3
13.578564804413059,4.6144986275586355,0.3
13.564430652540375,4.619741529332808,0.3
13.550215496214912,4.624760652644341,0.3
13.535922878151645,4.629554746622483,0.3
13.521556360370631,4.634122616478505,0.3
13.507119523309296,4.6384631238034775,0.3
13.492615964930096,4.642575186851977,0.3
13.47804929982384,4.6464577808116845,0.3
13.463423158308863,4.650109938058786,0.3
13.44874118552626,4.65353074839913,0.3
13.434007040531451,4.656719359295064,0.3
13.419224395382267,4.659674976077905,0.3
13.40439693422379,4.662396862145985,0.3
13.389528352370197,4.664884339148235,0.3
13.374622355383801,4.667136787153234,0.3
13.359682658151547,4.669153644803719,0.3
13.344712983959194,4.670934409456482,0.3
13.329717063563386,4.672478637307636,0.3
13.314698634261868,4.673785943503227,0.3
13.29966143896208,4.674856002235145,0.3
13.28460922524834,4.675688546822318,0.3
13.269545744447871,4.676283369777183,0.3
13.254474750695891,4.676640322857389,0.3
13.2394,4.676759317102745,0.3
13.234888721804511,4.676759317102745,0.3
13.230377443609022,4.676759317102745,0.3
13.225866165413533,4.676759317102745,0.3
13.221354887218045,4.676759317102745,0.3
13.216843609022556,4.676759317102745,0.3
13.212332330827067,4.676759317102745,0.3
13.207821052631578,4.676759317102745,0.3
13.20330977443609,4.676759317102745,0.3
13.1987984962406,4.676759317102745,0.3
13.194287218045112,4.676759317102745,0.3
13.189775939849623,4.676759317102745,0.3
13.185264661654136,4.676759317102745,0.3
13.180753383458647,4.676759317102745,0.3
13.176242105263158,4.676759317102745,0.3
13.17173082706767,4.676759317102745,0.3
13.16721954887218,4.676759317102745,0.3
13.162708270676692,4.676759317102745,0.3
13.158196992481203,4.676759317102745,0.3
13.153685714285714,4.676759317102745,0.3
13.149174436090226,4.676759317102745,0.3
13.144663157894737,4.676759317102745,0.3
13.140151879699248,4.676759317102745,0.3
13.13564060150376,4.676759317102745,0.3
13.13112932330827,4.676759317102745,0.3
13.126618045112782,4.676759317102745,0.3
13.122106766917293,4.676759317102745,0.3
13.117595488721804,4.676759317102745,0.3
13.113084210526315,4.676759317102745,0.3
13.108572932330826,4.676759317102745,0.3
13.104061654135338,4.676759317102745,0.3
13.099550375939849,4.676759317102745,0.3
13.09503909774436,4.676759317102745,0.3
13.090527819548871,4.676759317102745,0.3
13.086016541353382,4.676759317102745,0.3
13.081505263157895,4.676759317102745,0.3
13.076993984962407,4.676759317102745,0.3
13.072482706766918,4.676759317102745,0.3
13.067971428571429,4.676759317102745,0.3
13.06346015037594,4.676759317102745,0.3
13.058948872180451,4.676759317102745,0.3
13.054437593984963,4.676759317102745,0.3
13.049926315789474,4.676759317102745,0.3
13.045415037593985,4.676759317102745,0.3
13.040903759398496,4.676759317102745,0.3
13.036392481203007,4.676759317102745,0.3
13.031881203007519,4.676759317102745,0.3
13.02736992481203,4.676759317102745,0.3
13.022858646616541,4.676759317102745,0.3
13.018347368421052,4.676759317102745,0.3
13.013836090225563,4.676759317102745,0.3
13.009324812030075,4.676759317102745,0.3
13.004813533834586,4.676759317102745,0.3
13.000302255639097,4.676759317102745,0.3
12.995790977443608,4.676759317102745,0.3
12.99127969924812,4.676759317102745,0.3
12.98676842105263,4.676759317102745,0.3
12.982257142857144,4.676759317102745,0.3
12.977745864661655,4.676759317102745,0.3
12.973234586466166,4.676759317102745,0.3
12.968723308270677,4.676759317102745,0.3
12.964212030075188,4.676759317102745,0.3
12.9597007518797,4.676759317102745,0.3
12.95518947368421,4.676759317102745,0.3
12.950678195488722,4.676759317102745,0.3
12.946166917293233,4.676759317102745,0.3
12.941655639097744,4.676759317102745,0.3
12.937144360902256,4.676759317102745,0.3
12.932633082706767,4.676759317102745,0.3
12.928121804511278,4.676759317102745,0.3
12.92361052631579,4.676759317102745,0.3
12.9190992481203,4.676759317102745,0.3
12.914587969924812,4.676759317102745,0.3
12.910076691729323,4.676759317102745,0.3
12.905565413533834,4.676759317102745,0.3
12.901054135338345,4.676759317102745,0.3
12.896542857142856,4.676759317102745,0.3
12.892031578947368,4.676759317102745,0.3
12.887520300751879,4.676759317102745,0.3
12.88300902255639,4.676759317102745,0.3
12.878497744360903,4.676759317102745,0.3
12.873986466165414,4.676759317102745,0.3
12.869475187969925,4.676759317102745,0.3
12.864963909774437,4.676759317102745,0.3
12.860452631578948,4.676759317102745,0.3
12.855941353383459,4.676759317102745,0.3
12.85143007518797,4.676759317102745,0.3
12.846918796992481,4.676759317102745,0.3
12.842407518796993,4.676759317102745,0.3
12.837896240601504,4.676759317102745,0.3
12.833384962406015,4.676759317102745,0.3
12.828873684210526,4.676759317102745,0.3
12.824362406015037,4.676759317102745,0.3
12.819851127819549,4.676759317102745,0.3
12.81533984962406,4.676759317102745,0.3
12.810828571428571,4.676759317102745,0.3
12.806317293233082,4.676759317102745,0.3
12.801806015037593,4.676759317102745,0.3
12.797294736842105,4.676759317102745,0.3
12.792783458646616,4.676759317102745,0.3
12.788272180451127,4.676759317102745,0.3
12.783760902255638,4.676759317102745,0.3
12.77924962406015,4.676759317102745,0.3
12.774738345864662,4.676759317102745,0.3
12.770227067669174,4.676759317102745,0.3
12.765715789473685,4.676759317102745,0.3
12.761204511278196,4.676759317102745,0.3
12.756693233082707,4.676759317102745,0.3
12.752181954887218,4.676759317102745,0.3
12.74767067669173,4.676759317102745,0.3
12.74315939849624,4.676759317102745,0.3
12.738648120300752,4.676759317102745,0.3
12.734136842105263,4.676759317102745,0.3
12.729625563909774,4.676759317102745,0.3
12.725114285714286,4.676759317102745,0.3
12.720603007518797,4.676759317102745,0.3
12.716091729323308,4.676759317102745,0.3
12.71158045112782,4.676759317102745,0.3
12.70706917293233,4.676759317102745,0.3
12.702557894736842,4.676759317102745,0.3
12.698046616541353,4.676759317102745,0.3
12.693535338345864,4.676759317102745,0.3
12.689024060150375,4.676759317102745,0.3
12.684512781954886,4.676759317102745,0.3
12.680001503759398,4.676759317102745,0.3
12.675490225563909,4.676759317102745,0.3
12.670978947368422,4.676759317102745,0.3
12.666467669172933,4.676759317102745,0.3
12.661956390977444,4.676759317102745,0.3
12.657445112781955,4.676759317102745,0.3
12.652933834586467,4.676759317102745,0.3
12.648422556390978,4.676759317102745,0.3
12.643911278195489,4.676759317102745,0.3
12.6394,4.676759317102745,0.3
12.634888721804511,4.676759317102745,0.3
12.630377443609023,4.676759317102745,0.3
12.625866165413534,4.676759317102745,0.3
12.621354887218045,4.676759317102745,0.3
12.616843609022556,4.676759317102745,0.3
12.612332330827067,4.676759317102745,0.3
12.607821052631579,4.676759317102745,0.3
12.60330977443609,4.676759317102745,0.3
12.598798496240601,4.676759317102745,0.3
12.594287218045112,4.676759317102745,0.3
12.589775939849623,4.676759317102745,0.3
12.585264661654135,4.676759317102745,0.3
12.580753383458646,4.676759317102745,0.3
12.576242105263157,4.676759317102745,0.3
12.571730827067668,4.676759317102745,0.3
12.567219548872181,4.676759317102745,0.3
12.562708270676692,4.676759317102745,0.3
12.558196992481204,4.676759317102745,0.3
12.553685714285715,4.676759317102745,0.3
12.549174436090226,4.676759317102745,0.3
12.544663157894737,4.676759317102745,0.3
12.540151879699248,4.676759317102745,0.3
12.53564060150376,4.676759317102745,0.3
12.53112932330827,4.676759317102745,0.3
12.526618045112782,4.676759317102745,0.3
12.522106766917293,4.676759317102745,0.3
12.517595488721804,4.676759317102745,0.3
12.513084210526316,4.676759317102745,0.3
