x,y,uref
3.97,0.0,0.8
4.01,0.0,0.8
4.05,0.0,0.8
4.09,0.0,0.8
4.13,0.0,0.8
4.17,0.0,0.8
4.21,0.0,0.8
4.25,0.0,0.8
4.29,0.0,0.8
4.33,0.0,0.8
4.37,0.0,0.8
4.41,0.0,0.8
4.45,0.0,0.8
4.49,0.0,0.8
4.53,0.0,0.8
4.57,0.0,0.8
4.61,0.0,0.8
4.65,0.0,0.8
4.69,0.0,0.8
4.73,0.0,0.8
4.77,0.0,0.8
4.81,0.0,0.8
4.85,0.0,0.8
4.89,0.0,0.8
4.93,0.0,0.8
4.97,0.0,0.8
5.01,0.0,0.8
5.03,0.0,0.4
5.05,0.0003,0.4
5.07,0.0008,0.4
5.09,0.0017,0.4
5.1099,0.0028,0.4
5.1299,0.0042,0.4
5.1498,0.0059,0.4
5.1697,0.0078,0.4
5.1896,0.0101,0.4
5.2094,0.0126,0.4
5.2292,0.0154,0.4
5.249,0.0184,0.4
5.2687,0.0218,0.4
5.2884,0.0254,0.4
5.308,0.0293,0.4
5.3276,0.0334,0.4
5.3471,0.0379,0.4
5.3665,0.0426,0.4
5.3859,0.0476,0.4
5.4052,0.0528,0.4
5.4244,0.0583,0.4
5.4436,0.0641,0.4
5.4626,0.0702,0.4
5.4816,0.0765,0.4
5.5005,0.0831,0.4
5.5193,0.0899,0.4
5.538,0.097,0.4
5.5566,0.1044,0.4
5.575,0.112,0.4
5.5934,0.1199,0.4
5.6117,0.1281,0.4
5.6298,0.1365,0.4
5.6479,0.1451,0.4
5.6658,0.154,0.4
5.6836,0.1632,0.4
5.7012,0.1726,0.4
5.7187,0.1822,0.4
5.7361,0.1921,0.4
5.7534,0.2022,0.4
5.7705,0.2126,0.4
5.7874,0.2232,0.4
5.8042,0.2341,0.4
5.8209,0.2452,0.4
5.8374,0.2565,0.4
5.8537,0.268,0.4
5.8699,0.2798,0.4
5.8859,0.2918,0.4
5.9017,0.304,0.4
5.9174,0.3164,0.4
5.9328,0.3291,0.4
5.9482,0.342,0.4
5.9633,0.355,0.4
5.9782,0.3683,0.4
5.993,0.3818,0.4
6.0076,0.3955,0.4
6.0219,0.4094,0.4
6.0361,0.4236,0.4
6.0501,0.4379,0.4
6.0639,0.4524,0.4
6.0774,0.467,0.4
6.0908,0.4819,0.4
6.1039,0.497,0.4
6.1169,0.5122,0.4
6.1296,0.5277,0.4
6.1421,0.5433,0.4
6.1544,0.559,0.4
6.1665,0.575,0.4
6.1784,0.5911,0.4
6.19,0.6074,0.4
6.2014,0.6238,0.4
6.2125,0.6404,0.4
6.2235,0.6572,0.4
6.2342,0.6741,0.4
6.2446,0.6911,0.4
6.2548,0.7083,0.4
6.2648,0.7256,0.4
6.2745,0.7431,0.4
6.284,0.7607,0.4
6.2933,0.7784,0.4
6.3023,0.7963,0.4
6.311,0.8143,0.4
6.3195,0.8324,0.4
6.3277,0.8506,0.4
6.3357,0.869,0.4
6.3434,0.8874,0.4
6.3509,0.906,0.4
6.3581,0.9246,0.4
6.365,0.9434,0.4
6.3717,0.9622,0.4
6.3781,0.9812,0.4
6.3843,1.0002,0.4
6.3901,1.0193,0.4
6.3958,1.0385,0.4
6.4011,1.0578,0.4
6.4062,1.0772,0.4
6.411,1.0966,0.4
6.4155,1.116,0.4
6.4198,1.1356,0.4
6.4238,1.1552,0.4
6.4275,1.1748,0.4
6.4309,1.1945,0.4
6.4341,1.2143,0.4
6.437,1.2341,0.4
6.4396,1.2539,0.4
6.4419,1.2738,0.4
6.4439,1.2937,0.4
6.4457,1.3136,0.4
6.4472,1.3335,0.4
6.4484,1.3535,0.4
6.4494,1.3735,0.4
6.45,1.3935,0.4
6.451,1.4134,0.4
6.4522,1.4334,0.4
6.4537,1.4533,0.4
6.4554,1.4733,0.4
6.4575,1.4932,0.4
6.4598,1.513,0.4
6.4624,1.5329,0.4
6.4653,1.5526,0.4
6.4685,1.5724,0.4
6.4719,1.5921,0.4
6.4756,1.6118,0.4
6.4796,1.6314,0.4
6.4839,1.6509,0.4
6.4884,1.6704,0.4
6.4932,1.6898,0.4
6.4983,1.7091,0.4
6.5036,1.7284,0.4
6.5092,1.7476,0.4
6.5151,1.7667,0.4
6.5213,1.7857,0.4
6.5277,1.8047,0.4
6.5344,1.8235,0.4
6.5413,1.8423,0.4
6.5485,1.861,0.4
6.556,1.8795,0.4
6.5637,1.898,0.4
6.5717,1.9163,0.4
6.5799,1.9345,0.4
6.5884,1.9526,0.4
6.5971,1.9706,0.4
6.6061,1.9885,0.4
6.6154,2.0062,0.4
6.6248,2.0238,0.4
6.6346,2.0413,0.4
6.6446,2.0586,0.4
6.6548,2.0758,0.4
6.6652,2.0929,0.4
6.6759,2.1098,0.4
6.6869,2.1265,0.4
6.698,2.1431,0.4
6.7094,2.1596,0.4
6.721,2.1758,0.4
6.7329,2.192,0.4
6.7449,2.2079,0.4
6.7572,2.2237,0.4
6.7698,2.2393,0.4
6.7825,2.2547,0.4
6.7954,2.27,0.4
6.8086,2.285,0.4
6.822,2.2999,0.4
6.8355,2.3146,0.4
6.8493,2.3291,0.4
6.8633,2.3434,0.4
6.8775,2.3575,0.4
6.8918,2.3714,0.4
6.9064,2.3851,0.4
6.9212,2.3986,0.4
6.9361,2.4119,0.4
6.9512,2.425,0.4
6.9665,2.4379,0.4
6.982,2.4505,0.4
6.9977,2.4629,0.4
7.0135,2.4752,0.4
7.0295,2.4872,0.4
7.0457,2.4989,0.4
7.062,2.5105,0.4
7.0785,2.5218,0.4
7.0952,2.5329,0.4
7.112,2.5437,0.4
7.1289,2.5543,0.4
7.146,2.5647,0.4
7.1633,2.5748,0.4
7.1807,2.5847,0.4
7.1982,2.5944,0.4
7.2158,2.6038,0.4
7.2336,2.6129,0.4
7.2515,2.6218,0.4
7.2695,2.6305,0.4
7.2877,2.6389,0.4
7.306,2.647,0.4
7.3243,2.6549,0.4
7.3428,2.6625,0.4
7.3614,2.6699,0.4
7.3801,2.677,0.4
7.3989,2.6839,0.4
7.4178,2.6905,0.4
7.4368,2.6968,0.4
7.4558,2.7028,0.4
7.475,2.7086,0.4
7.4942,2.7141,0.4
7.5135,2.7194,0.4
7.5329,2.7244,0.4
7.5523,2.7291,0.4
7.5718,2.7335,0.4
7.5914,2.7377,0.4
7.611,2.7416,0.4
7.6307,2.7452,0.4
7.6504,2.7485,0.4
7.6701,2.7516,0.4
7.6899,2.7544,0.4
7.7098,2.7569,0.4
7.7297,2.7591,0.4
7.7496,2.7611,0.4
7.7695,2.7627,0.4
7.7894,2.7641,0.4
7.8094,2.7653,0.4
7.8294,2.7661,0.4
7.8494,2.7667,0.4
7.8694,2.7669,0.4
7.8899,2.7669,0.41
7.9109,2.7669,0.42
7.9324,2.7669,0.43
7.9544,2.7669,0.44
7.9769,2.7669,0.45
7.9999,2.7669,0.46
8.0234,2.7669,0.47
8.0474,2.7669,0.48
8.0719,2.7669,0.49
8.0969,2.7669,0.5
8.1224,2.7669,0.51
8.1484,2.7669,0.52
8.1749,2.7669,0.53
8.2019,2.7669,0.54
8.2294,2.7669,0.55
8.2574,2.7669,0.56
8.2859,2.7669,0.57
8.3149,2.7669,0.58
8.3444,2.7669,0.59
8.3744,2.7669,0.6
8.4049,2.7669,0.61
8.4359,2.7669,0.62
8.4674,2.7669,0.63
8.4994,2.7669,0.64
8.5319,2.7669,0.65
8.5649,2.7669,0.66
8.5984,2.7669,0.67
8.6324,2.7669,0.68
8.6669,2.7669,0.69
8.7019,2.7669,0.7
8.7374,2.7669,0.71
8.7734,2.7669,0.72
8.8099,2.7669,0.73
8.8469,2.7669,0.74
8.8844,2.7669,0.75
8.9224,2.7669,0.76
8.9609,2.7669,0.77
8.9999,2.7669,0.78
9.0394,2.7669,0.79
9.0794,2.7669,0.8
9.1194,2.7669,0.8
9.1594,2.7669,0.8
9.1994,2.7669,0.8
9.2394,2.7669,0.8
9.2794,2.7669,0.8
9.3194,2.7669,0.8
9.3594,2.7669,0.8
9.3994,2.7669,0.8
9.4394,2.7669,0.8
9.4794,2.7669,0.8
9.5194,2.7669,0.8
9.5594,2.7669,0.8
9.5994,2.7669,0.8
9.6394,2.7669,0.8
9.6794,2.7669,0.8
9.7194,2.7669,0.8
9.7594,2.7669,0.8
9.7994,2.7669,0.8
9.8394,2.7669,0.8
9.8794,2.7669,0.8
9.9194,2.7669,0.8
9.9594,2.7669,0.8
9.9994,2.7669,0.8
10.0394,2.7669,0.8
10.0794,2.7669,0.8
10.1194,2.7669,0.8
10.1594,2.7669,0.8
10.1994,2.7669,0.8
10.2394,2.7669,0.8
10.2794,2.7669,0.8
10.3194,2.7669,0.8
10.3594,2.7669,0.8
10.3994,2.7669,0.8
10.4394,2.7669,0.8
10.4794,2.7669,0.8
10.5194,2.7669,0.8
10.5594,2.7669,0.8
10.5994,2.7669,0.8
10.6394,2.7669,0.8
10.6794,2.7669,0.8
10.7194,2.7669,0.8
10.7594,2.7669,0.8
10.7994,2.7669,0.8
10.8394,2.7669,0.8
10.8794,2.7669,0.8
10.9194,2.7669,0.8
10.9594,2.7669,0.8
10.9994,2.7669,0.8
11.0394,2.7669,0.8
11.0794,2.7669,0.8
11.1194,2.7669,0.8
11.1594,2.7669,0.8
11.1994,2.7669,0.8
11.2394,2.7669,0.8
11.2794,2.7669,0.8
11.3194,2.7669,0.8
11.3594,2.7669,0.8
11.3994,2.7669,0.8
11.4394,2.7669,0.8
11.4794,2.7669,0.8
11.5194,2.7669,0.8
11.5594,2.7669,0.8
11.5994,2.7669,0.8
11.6394,2.7669,0.8
11.6794,2.7669,0.8
11.7194,2.7669,0.8
11.7594,2.7669,0.8
11.7994,2.7669,0.8
11.8394,2.7669,0.8
11.8794,2.7669,0.8
11.9194,2.7669,0.8
11.9594,2.7669,0.8
11.9994,2.7669,0.8
12.0394,2.7669,0.8
12.0794,2.7669,0.8
12.1194,2.7669,0.8
12.1594,2.7669,0.8
12.1994,2.7669,0.8
12.2394,2.7669,0.8
12.2794,2.7669,0.8
12.3194,2.7669,0.8
12.3594,2.7669,0.8
12.3994,2.7669,0.8
12.4394,2.7669,0.8
12.4794,2.7669,0.8
12.5194,2.7669,0.8
12.5594,2.7669,0.8
12.5994,2.7669,0.8
12.6394,2.7669,0.8
12.6794,2.7669,0.8
12.7194,2.7669,0.8
12.7594,2.7669,0.8
12.7994,2.7669,0.8
12.8394,2.7669,0.8
12.8794,2.7669,0.8
12.9194,2.7669,0.8
12.9594,2.7669,0.8
12.9994,2.7669,0.8
13.0394,2.7669,0.8
13.0794,2.7669,0.8
13.1194,2.7669,0.8
13.1594,2.7669,0.8
13.1994,2.7669,0.8
13.2394,2.7669,0.8
13.269549501391783,2.7671379884907115,0.6
13.299691488895744,2.7678518946511232,0.6
13.329818450496681,2.769041540560853,0.6
13.35992287792416,2.7707066297352,0.6
13.389997268523734,2.7728467471990346,0.6
13.42003412712677,2.775461359590217,0.6
13.45002596791839,2.778549815292525,0.6
13.479965316303092,2.782111344598049,0.6
13.5098447107676,2.7861450598990207,0.6
13.539656704740395,2.79064995590902,0.6
13.56939386844758,2.795624909913519,0.6
13.599048790764533,2.8010686820496797,0.6
13.628614081062901,2.8069799156153605,0.6
13.658082371052517,2.813357137407228,0.6
13.687446316617724,2.820198758087917,0.6
13.71669859964768,2.8275030725821204,0.6
13.745831929860188,2.8352682605015334,0.6
13.77483904661859,2.8434923865985327,0.6
13.803712720741263,2.852173401248478,0.6
13.832445756303288,2.8613091409605236,0.6
13.861030992429825,2.870897328916806,0.6
13.889461305080749,2.8809355755398727,0.6
13.917729608826118,2.891421379088217,0.6
13.945828858612,2.9023521262797622,0.6
13.973752051516255,2.9137250929431495,0.6
14.001492228493817,2.9255374446966553,0.6
14.02904247611101,2.93778623765458,0.6
14.056395928268552,2.9504684191609267,0.6
14.083545767912707,2.963580828550187,0.6
14.110485228734246,2.977120197935042,0.6
14.137207596854758,2.991083153020793,0.6
14.163706212499882,3.0054662139463044,0.6
14.18997447165906,3.020265796151256,0.6
14.216005827731404,3.035478211269494,0.6
14.241793793157244,3.0510996680482476,0.6
14.26733194103496,3.06712627329299,0.6
14.292613906722702,3.083554032837699,0.6
14.317633389424588,3.1003788525402944,0.6
14.342384153761007,3.1175965393029808,0.6
14.366860031322592,3.1352028021172504,0.6
14.391054922207525,3.1531932531333022,0.6
14.414962796541761,3.1715634087535785,0.6
14.438577695981797,3.190308690750175,0.6
14.46189373519961,3.2094244274058275,0.6
14.484905103349414,3.2289058546782066,0.6
14.507606065515843,3.2487481173872155,0.6
14.529990964143202,3.2689462704249976,0.6
14.552054220445463,3.28949527998837,0.6
14.573790335796607,3.310390024833346,0.6
14.595193893100998,3.3316252975514575,0.6
14.616259558143433,3.3531958058675526,0.6
14.636982080918553,3.375096173958741,0.6
14.657356296939238,3.397320943794158,0.6
14.67737712852372,3.4198645764952267,0.6
14.697039586061033,3.4427214537160573,0.6
14.716338769254547,3.4658858790436615,0.6
14.735269868343204,3.4893520794176087,0.6
14.753828165300229,3.513114206568807,0.6
14.772009035008951,3.5371663384770033,0.6
14.789807946415484,3.5615024808466833,0.6
14.807220463657954,3.586116568600965,0.6
14.824242247172018,3.6110024673931562,0.6
14.84086905477237,3.6361539751355534,0.6
14.857096742709974,3.661564823545131,0.6
14.872921266704793,3.6872286797057363,0.6
14.88833868295369,3.713139147646381,0.6
14.903345149113314,3.7392897699352465,0.6
14.91793692525769,3.76567402928902,0.6
14.932110374810296,3.792285350197135,0.6
14.945861965450359,3.81911710056052,0.6
14.959188269993192,3.8461625933444656,0.6
14.972085967244322,3.8734150882451734,0.6
14.9845518428272,3.9008677933695695,0.6
14.996582789984284,3.928513866928002,0.6
15.008175810351322,3.956346418939348,0.6
15.019328014704591,3.9843585129481465,0.6
15.030036623680964,4.012543167753307,0.6
15.040298968470584,4.040893359147966,0.6
15.050112491481979,4.0694020216700775,0.6
15.059474746979479,4.098062050363267,0.6
15.068383401692738,4.1268663025475325,0.6
15.076836235398233,4.155807599599359,0.6
15.084831141472595,4.184878728740778,0.6
15.092366127417618,4.214072444836937,0.6
15.099439315356836,4.243381472201749,0.6
15.106048942503529,4.272798506411143,0.6
15.112193361600042,4.3023162161234705,0.6
15.11787104132832,4.331927244906644,0.6
15.123080566691545,4.361624213071506,0.6
15.12782063936678,4.391399719511,0.6
15.13209007802854,4.421246343544687,0.6
15.135887818643202,4.451156646768134,0.6
15.13921291473419,4.481123174906719,0.6
15.142064537617845,4.511138459673389,0.6
15.144441976609961,4.541195020629919,0.6
15.146344639202901,4.571285367051193,0.6
15.147772051213257,4.601401999792049,0.6
15.14872385690003,4.63153741315622,0.6
15.149199819053292,4.661684096766917,0.6
15.149199819053292,4.691834537438571,0.6
15.14872385690003,4.721981221049268,0.6
15.147772051213257,4.752116634413439,0.6
15.146344639202901,4.782233267154296,0.6
15.144441976609961,4.812323613575569,0.6
15.142064537617845,4.842380174532099,0.6
15.13921291473419,4.87239545929877,0.6
15.135887818643202,4.902361987437354,0.6
15.13209007802854,4.932272290660801,0.6
15.12782063936678,4.962118914694488,0.6
15.123080566691545,4.991894421133984,0.6
15.11787104132832,5.021591389298845,0.6
15.112193361600042,5.051202418082018,0.6
15.106048942503529,5.080720127794345,0.6
15.099439315356836,5.110137162003739,0.6
15.092366127417618,5.1394461893685515,0.6
15.084831141472595,5.16863990546471,0.6
15.076836235398233,5.1977110346061295,0.6
15.068383401692738,5.226652331657956,0.6
15.05947474697948,5.255456583842221,0.6
15.050112491481979,5.284116612535411,0.6
15.040298968470584,5.312625275057522,0.6
15.030036623680965,5.340975466452182,0.6
15.019328014704591,5.369160121257342,0.6
15.008175810351322,5.39717221526614,0.6
14.996582789984286,5.425004767277486,0.6
14.9845518428272,5.45265084083592,0.6
14.972085967244324,5.480103545960315,0.6
14.959188269993192,5.507356040861023,0.6
14.945861965450357,5.534401533644971,0.6
14.932110374810296,5.561233284008353,0.6
14.917936925257692,5.5878446049164685,0.6
14.903345149113314,5.614228864270242,0.6
14.88833868295369,5.640379486559108,0.6
14.872921266704793,5.666289954499752,0.6
14.857096742709974,5.691953810660357,0.6
14.84086905477237,5.717364659069935,0.6
14.82424224717202,5.742516166812332,0.6
14.807220463657956,5.767402065604523,0.6
14.789807946415484,5.792016153358805,0.6
14.772009035008953,5.8163522957284854,0.6
14.75382816530023,5.840404427636682,0.6
14.735269868343204,5.86416655478788,0.6
14.716338769254547,5.887632755161828,0.6
14.697039586061035,5.910797180489431,0.6
14.67737712852372,5.933654057710262,0.6
14.657356296939238,5.956197690411332,0.6
14.636982080918553,5.9784224602467475,0.6
14.616259558143433,6.000322828337936,0.6
14.595193893100998,6.021893336654031,0.6
14.573790335796609,6.043128609372142,0.6
14.552054220445463,6.0640233542171185,0.6
14.529990964143202,6.084572363780491,0.6
14.507606065515844,6.104770516818274,0.6
14.484905103349416,6.124612779527283,0.6
14.461893735199611,6.144094206799661,0.6
14.438577695981799,6.163209943455314,0.6
14.414962796541763,6.18195522545191,0.6
14.391054922207525,6.200325381072187,0.6
14.366860031322592,6.218315832088239,0.6
14.342384153761007,6.235922094902509,0.6
14.317633389424588,6.253139781665194,0.6
14.292613906722702,6.269964601367789,0.6
14.26733194103496,6.2863923609125,0.6
14.241793793157246,6.302418966157241,0.6
14.216005827731404,6.318040422935995,0.6
14.189974471659058,6.333252838054234,0.6
14.163706212499882,6.348052420259185,0.6
14.13720759685476,6.362435481184696,0.6
14.110485228734248,6.376398436270447,0.6
14.083545767912709,6.389937805655302,0.6
14.056395928268552,6.403050215044562,0.6
14.02904247611101,6.415732396550909,0.6
14.001492228493817,6.4279811895088335,0.6
13.973752051516255,6.43979354126234,0.6
13.945828858612,6.451166507925727,0.6
13.917729608826118,6.462097255117272,0.6
13.889461305080749,6.472583058665617,0.6
13.861030992429825,6.482621305288683,0.6
13.832445756303288,6.492209493244966,0.6
13.803712720741263,6.501345232957012,0.6
13.774839046618592,6.510026247606956,0.6
13.74583192986019,6.518250373703955,0.6
13.71669859964768,6.526015561623369,0.6
13.687446316617727,6.533319876117572,0.6
13.658082371052519,6.540161496798261,0.6
13.628614081062901,6.546538718590129,0.6
13.599048790764533,6.5524499521558095,0.6
13.56939386844758,6.55789372429197,0.6
13.539656704740395,6.562868678296469,0.6
13.5098447107676,6.567373574306468,0.6
13.479965316303094,6.57140728960744,0.6
13.45002596791839,6.574968818912964,0.6
13.420034127126772,6.578057274615272,0.6
13.389997268523736,6.580671887006455,0.6
13.359922877924161,6.582812004470289,0.6
13.329818450496683,6.584477093644637,0.6
13.299691488895744,6.585666739554366,0.6
13.269549501391783,6.586380645714778,0.6
13.2394,6.586618634205489,0.6
13.22136392785571,6.586618634205489,0.6
13.203327855711423,6.586618634205489,0.6
13.185291783567134,6.586618634205489,0.6
13.167255711422845,6.586618634205489,0.6
13.149219639278558,6.586618634205489,0.6
13.131183567134268,6.586618634205489,0.6
13.11314749498998,6.586618634205489,0.6
13.095111422845692,6.586618634205489,0.6
13.077075350701403,6.586618634205489,0.6
13.059039278557114,6.586618634205489,0.6
13.041003206412826,6.586618634205489,0.6
13.022967134268537,6.586618634205489,0.6
13.004931062124248,6.586618634205489,0.6
12.98689498997996,6.586618634205489,0.6
12.968858917835671,6.586618634205489,0.6
12.950822845691382,6.586618634205489,0.6
12.932786773547093,6.586618634205489,0.6
12.914750701402806,6.586618634205489,0.6
12.896714629258517,6.586618634205489,0.6
12.878678557114227,6.586618634205489,0.6
12.86064248496994,6.586618634205489,0.6
12.842606412825651,6.586618634205489,0.6
12.824570340681362,6.586618634205489,0.6
12.806534268537074,6.586618634205489,0.6
12.788498196392785,6.586618634205489,0.6
12.770462124248496,6.586618634205489,0.6
12.752426052104209,6.586618634205489,0.6
12.73438997995992,6.586618634205489,0.6
12.71635390781563,6.586618634205489,0.6
12.698317835671343,6.586618634205489,0.6
12.680281763527054,6.586618634205489,0.6
12.662245691382765,6.586618634205489,0.6
12.644209619238477,6.586618634205489,0.6
12.626173547094188,6.586618634205489,0.6
12.6081374749499,6.586618634205489,0.6
12.590101402805612,6.586618634205489,0.6
12.572065330661323,6.586618634205489,0.6
12.554029258517033,6.586618634205489,0.6
12.535993186372746,6.586618634205489,0.6
12.517957114228457,6.586618634205489,0.6
12.499921042084168,6.586618634205489,0.6
12.48188496993988,6.586618634205489,0.6
12.463848897795591,6.586618634205489,0.6
12.445812825651302,6.586618634205489,0.6
12.427776753507015,6.586618634205489,0.6
12.409740681362726,6.586618634205489,0.6
12.391704609218436,6.586618634205489,0.6
12.373668537074149,6.586618634205489,0.6
12.35563246492986,6.586618634205489,0.6
12.33759639278557,6.586618634205489,0.6
12.319560320641283,6.586618634205489,0.6
12.301524248496994,6.586618634205489,0.6
12.283488176352705,6.586618634205489,0.6
12.265452104208418,6.586618634205489,0.6
12.247416032064129,6.586618634205489,0.6
12.22937995991984,6.586618634205489,0.6
12.211343887775552,6.586618634205489,0.6
12.193307815631263,6.586618634205489,0.6
12.175271743486974,6.586618634205489,0.6
12.157235671342685,6.586618634205489,0.6
12.139199599198397,6.586618634205489,0.6
12.121163527054108,6.586618634205489,0.6
12.103127454909819,6.586618634205489,0.6
12.085091382765532,6.586618634205489,0.6
12.067055310621242,6.586618634205489,0.6
12.049019238476953,6.586618634205489,0.6
12.030983166332666,6.586618634205489,0.6
12.012947094188377,6.586618634205489,0.6
11.994911022044088,6.586618634205489,0.6
11.9768749498998,6.586618634205489,0.6
11.958838877755511,6.586618634205489,0.6
11.940802805611222,6.586618634205489,0.6
11.922766733466934,6.586618634205489,0.6
11.904730661322645,6.586618634205489,0.6
11.886694589178356,6.586618634205489,0.6
11.868658517034067,6.586618634205489,0.6
11.85062244488978,6.586618634205489,0.6
11.83258637274549,6.586618634205489,0.6
11.814550300601203,6.586618634205489,0.6
11.796514228456914,6.586618634205489,0.6
11.778478156312625,6.586618634205489,0.6
11.760442084168336,6.586618634205489,0.6
11.742406012024048,6.586618634205489,0.6
11.72436993987976,6.586618634205489,0.6
11.70633386773547,6.586618634205489,0.6
11.688297795591183,6.586618634205489,0.6
11.670261723446893,6.586618634205489,0.6
11.652225651302604,6.586618634205489,0.6
11.634189579158317,6.586618634205489,0.6
11.616153507014028,6.586618634205489,0.6
11.598117434869739,6.586618634205489,0.6
11.580081362725451,6.586618634205489,0.6
11.562045290581162,6.586618634205489,0.6
11.544009218436873,6.586618634205489,0.6
11.525973146292586,6.586618634205489,0.6
11.507937074148296,6.586618634205489,0.6
11.489901002004007,6.586618634205489,0.6
11.47186492985972,6.586618634205489,0.6
11.45382885771543,6.586618634205489,0.6
11.435792785571142,6.586618634205489,0.6
11.417756713426854,6.586618634205489,0.6
11.399720641282565,6.586618634205489,0.6
11.381684569138276,6.586618634205489,0.6
11.363648496993989,6.586618634205489,0.6
11.3456124248497,6.586618634205489,0.6
11.32757635270541,6.586618634205489,0.6
11.309540280561123,6.586618634205489,0.6
11.291504208416834,6.586618634205489,0.6
11.273468136272545,6.586618634205489,0.6
11.255432064128257,6.586618634205489,0.6
11.237395991983968,6.586618634205489,0.6
11.219359919839679,6.586618634205489,0.6
11.201323847695392,6.586618634205489,0.6
11.183287775551102,6.586618634205489,0.6
11.165251703406813,6.586618634205489,0.6
11.147215631262526,6.586618634205489,0.6
11.129179559118237,6.586618634205489,0.6
11.111143486973948,6.586618634205489,0.6
11.09310741482966,6.586618634205489,0.6
11.075071342685371,6.586618634205489,0.6
11.057035270541082,6.586618634205489,0.6
11.038999198396795,6.586618634205489,0.6
11.020963126252505,6.586618634205489,0.6
11.002927054108216,6.586618634205489,0.6
10.984890981963929,6.586618634205489,0.6
10.96685490981964,6.586618634205489,0.6
10.94881883767535,6.586618634205489,0.6
10.930782765531063,6.586618634205489,0.6
10.912746693386774,6.586618634205489,0.6
10.894710621242485,6.586618634205489,0.6
10.876674549098196,6.586618634205489,0.6
10.858638476953908,6.586618634205489,0.6
10.84060240480962,6.586618634205489,0.6
10.82256633266533,6.586618634205489,0.6
10.804530260521041,6.586618634205489,0.6
10.786494188376754,6.586618634205489,0.6
10.768458116232464,6.586618634205489,0.6
10.750422044088177,6.586618634205489,0.6
10.732385971943888,6.586618634205489,0.6
10.714349899799599,6.586618634205489,0.6
10.696313827655311,6.586618634205489,0.6
10.678277755511022,6.586618634205489,0.6
10.660241683366733,6.586618634205489,0.6
10.642205611222444,6.586618634205489,0.6
10.624169539078157,6.586618634205489,0.6
10.606133466933867,6.586618634205489,0.6
10.588097394789578,6.586618634205489,0.6
10.57006132264529,6.586618634205489,0.6
10.552025250501002,6.586618634205489,0.6
10.533989178356714,6.586618634205489,0.6
10.515953106212425,6.586618634205489,0.6
10.497917034068136,6.586618634205489,0.6
10.479880961923847,6.586618634205489,0.6
10.46184488977956,6.586618634205489,0.6
10.44380881763527,6.586618634205489,0.6
10.425772745490981,6.586618634205489,0.6
10.407736673346694,6.586618634205489,0.6
10.389700601202405,6.586618634205489,0.6
10.371664529058116,6.586618634205489,0.6
10.353628456913828,6.586618634205489,0.6
10.335592384769539,6.586618634205489,0.6
10.31755631262525,6.586618634205489,0.6
10.299520240480962,6.586618634205489,0.6
